Bordeaux  (2518,2023)  (2453,2013)  (2454,2092)  (2524,2102)  (2583,1969)  (2518,1958)  (2589,2112)  (2595,2034)  (2411,1948)  (2389,2140)  (2459,2157)  (2524,2167)  (2591,2177)  | overflowToLeft=false
Volgograd  (5304,1463)  (5273,1398)  (5372,1396)  (5403,1461)  (5335,1528)  (5270,1528)  (5239,1463)  (5432,1526)  (5208,1398)  (5437,1394)  (5468,1459)  (5358,1593)  (5293,1593)  (5497,1524)  | overflowToLeft=false
Saratov  (5611,1304)  (5546,1339)  (5546,1274)  (5675,1369)  (5611,1239)  (5676,1270)  (5518,1209)  (5610,1404)  (5481,1316)  (5720,1434)  (5583,1174)  (5655,1469)  | overflowToLeft=false
Northern Sudan  (4018,4005)  (3953,4069)  (3953,4004)  (4080,4070)  (4083,3964)  (4015,4134)  (4175,3964)  (4194,4029)  | overflowToLeft=false
Basrah  (5926,3251)  (5928,3186)  (5991,3251)  (6056,3263)  | overflowToLeft=false
Mozambique  (4164,5449)  (4177,5514)  (4181,5279)  | overflowToLeft=false
Luderitz  (3669,5566)  (3685,5631)  | overflowToLeft=false
Tobruk  (4202,3268)  (4177,3337)  (4247,3339)  | overflowToLeft=false
Berlin  (3541,1168)  (3450,1207)  (3606,1105)  (3606,1170)  | overflowToLeft=false
RR 99  (4632,4405)  | overflowToLeft=false
Prussia  (3958,943)  (3893,978)  (3954,878)  (4019,878)  (3928,1061)  (4084,827)  (3828,989)  (3979,813)  | overflowToLeft=false
Rhodesia  (3968,5236)  (3903,5300)  (3903,5235)  (4000,5301)  (4033,5212)  (3901,5170)  (4078,5124)  (3838,5300)  (3838,5235)  (4098,5189)  (4163,5139)  | overflowToLeft=false
Southern Sudan  (4038,4331)  (3973,4395)  (4102,4396)  (4027,4266)  (4092,4266)  (4103,4331)  (3934,4221)  (4157,4212)  (4037,4460)  (3972,4460)  (3908,4395)  (4167,4396)  (4110,4461)  (4168,4277)  (3874,4330)  (4222,4190)  (4042,4525)  (3841,4265)  | overflowToLeft=false
Piedmont  (3067,1949)  (3002,1991)  (3002,1890)  (3067,1884)  | overflowToLeft=false
Macedonia  (3989,2389)  (4068,2398)  (4133,2338)  (4140,2407)  | overflowToLeft=false
Frankfurt  (2000,4832)  (1930,4767)  (2016,4766)  (1914,4835)  (2060,4897)  (1995,4897)  (2065,4831)  (1907,4702)  (2032,4701)  (2081,4766)  (1858,4900)  (2097,4685)  (2114,4962)  (1872,4980)  (1943,4989)  (2051,4620)  (2116,4620)  (2008,5028)  (2073,5067)  (2008,5093)  (2082,5132)  | overflowToLeft=false
Damascus  (5084,3127)  (5112,3020)  | overflowToLeft=false
Karkov  (4709,1624)  (4689,1559)  (4774,1593)  (4839,1625)  (4710,1767)  (5040,1722)  (5072,1647)  (5105,1736)  (5137,1631)  | overflowToLeft=false
Argonne  (833,5255)  (768,5319)  (768,5254)  (870,5320)  (833,5190)  (898,5190)  (898,5255)  (766,5189)  (949,5366)  (703,5372)  (703,5307)  (831,5125)  (701,5242)  (701,5177)  (766,5124)  (976,5301)  (830,5434)  (895,5447)  (786,5059)  | overflowToLeft=false
Krasnodar  (5345,2029)  (5280,2049)  (5280,1984)  (5409,2094)  (5345,1964)  (5410,2021)  (5344,2114)  (5410,1929)  (5234,1919)  (5215,2011)  (5474,2103)  (5299,1899)  (5483,2168)  (5486,1929)  (5518,1994)  (5556,2059)  (5583,1968)  | overflowToLeft=false
Ireland  (1790,977)  (1725,963)  (1854,1042)  (1789,1042)  (1790,912)  (1855,954)  (1724,1058)  (1855,879)  (1730,1123)  (1807,814)  (1872,814)  | overflowToLeft=false
Vienna  (3756,1715)  (3691,1698)  (3821,1654)  (3649,1794)  (3909,1618)  | overflowToLeft=false
Rostov  (5509,1822)  (5574,1834)  (5571,1753)  (5502,1740)  (5407,1847)  (5384,1709)  (5639,1832)  (5342,1801)  | overflowToLeft=false
Galacia  (4126,1511)  (4061,1503)  (4126,1446)  (4191,1446)  (4052,1438)  (4205,1591)  (4140,1610)  (4256,1444)  (3986,1572)  (4270,1571)  (4270,1636)  (3967,1507)  | overflowToLeft=false
Spanish Morocco  (2075,2999)  (2010,3049)  (2010,2984)  (2140,2961)  (2140,3026)  (2205,2972)  | overflowToLeft=false
Norway  (2980,276)  (2915,340)  (2915,275)  (3040,341)  (2980,211)  (3045,211)  (3045,276)  (2913,210)  (2975,405)  (2978,146)  (3043,146)  (3108,146)  (3110,211)  (2892,145)  (3173,83)  (2957,81)  (3022,81)  (3087,81)  (3175,148)  (3175,213)  (2890,80)  (3238,20)  (3240,85)  | overflowToLeft=false
Uganda  (4196,4615)  (4171,4550)  | overflowToLeft=false
Arras  (298,4734)  (233,4798)  (233,4733)  (330,4799)  (231,4668)  (376,4656)  (397,4721)  (417,4786)  (265,4863)  (200,4863)  (351,4864)  (218,4603)  (390,4560)  (286,4928)  (221,4928)  (310,4536)  (375,4495)  (245,4492)  (310,4471)  (375,4430)  (237,4427)  (302,4406)  | overflowToLeft=false
Paris  (2547,1742)  (2502,1677)  (2625,1664)  (2652,1729)  (2517,1857)  (2585,1871)  (2717,1696)  | overflowToLeft=false
Antalya  (4720,2726)  (4833,2728)  (4599,2795)  | overflowToLeft=false
SZ 35  (4619,2946)  (4554,3010)  (4554,2945)  (4683,3011)  (4619,2881)  (4684,2881)  (4684,2946)  (4552,2880)  (4504,3075)  (4489,3010)  (4489,2945)  (4748,3011)  (4749,2886)  (4487,2880)  (4439,3125)  (4504,3140)  (4424,3060)  (4424,2995)  (4813,2951)  (4813,3016)  (4422,2930)  (4422,2865)  (4849,2885)  (4439,3190)  (4504,3205)  (4878,2950)  (4878,3015)  (4914,2872)  (4943,2937)  (4943,3002)  (4979,2843)  | overflowToLeft=false
SZ 34  (4248,2748)  (4183,2812)  (4183,2747)  (4312,2813)  (4248,2683)  (4313,2704)  (4179,2636)  (4244,2618)  (4309,2573)  (4148,2571)  (4213,2553)  (4278,2508)  (4230,2443)  | overflowToLeft=false
SZ 33  (3428,2973)  (3363,3037)  (3363,2972)  (3492,3038)  (3428,2908)  (3493,2908)  (3493,2973)  (3361,2907)  (3298,3080)  (3298,3015)  (3557,3038)  (3557,3103)  (3492,3103)  (3426,2843)  (3558,2860)  (3558,2925)  (3296,2950)  (3296,2885)  (3361,2842)  (3274,2820)  (3233,3031)  (3622,3086)  (3622,3151)  (3339,2777)  (3670,3216)  (3605,3216)  (3687,3086)  (3687,3151)  (3735,3216)  (3752,3086)  (3752,3151)  (3765,3281)  (3800,3216)  (3817,3086)  (3817,3151)  (3882,3086)  (3947,3086)  (3956,2930)  (3956,2995)  (4012,3060)  (4021,2942)  (4077,3007)  (4077,3072)  (4136,3137)  (4142,2969)  (4142,3034)  (4201,3099)  (4201,3164)  (4207,3000)  (4266,3065)  (4266,3130)  | overflowToLeft=false
SZ 32  (3754,2611)  (3689,2675)  (3818,2676)  (3697,2546)  (3762,2546)  (3819,2611)  (3827,2538)  (3624,2722)  (3883,2676)  (3785,2428)  (3559,2782)  (3559,2717)  (3956,2801)  (3720,2367)  (3785,2363)  (4021,2862)  (3652,2330)  (3717,2302)  (3625,2265)  | overflowToLeft=false
Luneville  (2037,5920)  (1972,5984)  (1972,5919)  (2090,5985)  (2058,5855)  (2102,5920)  (1933,5807)  | overflowToLeft=false
SZ 39  (5943,3443)  (6006,3392)  (6019,3459)  (6014,3531)  (6046,3599)  | overflowToLeft=false
SZ 38  (4948,3604)  | overflowToLeft=false
SZ 37  (4998,2067)  (4933,2102)  (5063,2025)  (5063,2090)  (5128,2055)  (5128,2120)  (5009,1917)  (5074,1911)  (4819,2081)  (4811,2016)  (5193,2103)  (4746,2067)  (4746,2002)  (4746,1918)  (5258,2153)  (4681,2055)  (4681,1990)  (4681,1925)  (4616,2043)  | overflowToLeft=false
SZ 36  (4773,2215)  (4708,2279)  (4708,2214)  (4773,2150)  (4838,2163)  (4838,2228)  (4706,2149)  (4643,2334)  (4643,2269)  (4903,2175)  (4903,2240)  (4641,2204)  (4641,2139)  (4578,2342)  (4578,2277)  (4968,2187)  (4576,2212)  (4576,2147)  (5000,2252)  (4513,2315)  (4511,2250)  (5065,2204)  (5065,2269)  (5130,2217)  (5130,2282)  (5159,2347)  (5195,2229)  (5224,2294)  (5289,2246)  (5289,2311)  (5354,2258)  (5354,2323)  | overflowToLeft=false
SZ 31  (3456,2091)  (3391,2070)  (3520,2156)  (3455,2156)  (3456,2026)  (3369,2005)  | overflowToLeft=false
Somme  (553,4488)  (488,4552)  (488,4487)  (553,4423)  (618,4423)  (618,4488)  (486,4422)  (636,4553)  (551,4358)  (616,4358)  (497,4639)  (668,4641)  (603,4691)  (517,4704)  (621,4756)  | overflowToLeft=false
SZ 30  (3252,2559)  (3187,2623)  (3187,2558)  (3316,2624)  (3252,2494)  (3317,2494)  (3317,2559)  (3185,2493)  (3239,2688)  (3174,2688)  (3381,2624)  (3250,2429)  (3315,2429)  (3382,2454)  (3382,2519)  (3178,2428)  (3109,2695)  (3109,2630)  (3446,2584)  (3447,2496)  (3213,2363)  (3044,2715)  (3044,2650)  (3511,2561)  | overflowToLeft=false
Bavaria  (3158,1532)  (3147,1467)  (3212,1467)  (3070,1619)  (3253,1590)  (3318,1543)  | overflowToLeft=false
Baku  (5837,2326)  (5772,2390)  (5772,2325)  (5901,2391)  (5837,2261)  (5902,2326)  (5770,2260)  (5966,2422)  (5901,2456)  (5762,2195)  | overflowToLeft=false
Metz  (2021,5433)  (1956,5429)  (2085,5498)  (2021,5368)  (2086,5368)  (2086,5433)  (1951,5364)  (1924,5530)  (2150,5498)  (2119,5563)  (2016,5303)  (2081,5303)  (2151,5321)  (2151,5386)  (1989,5584)  (1859,5473)  (1924,5595)  (2054,5637)  (1989,5649)  (1924,5660)  (2119,5690)  (2054,5702)  | overflowToLeft=false
SZ 29  (2872,2277)  (2807,2341)  (2807,2276)  (2936,2342)  (2932,2212)  (2937,2277)  (2805,2211)  (2997,2152)  (2742,2352)  (2742,2287)  (3001,2342)  (2965,2407)  (3002,2217)  (2740,2222)  (3062,2143)  (2677,2352)  (3067,2208)  (3131,2273)  (2567,2454)  (2502,2455)  | overflowToLeft=false
Corsica   (3066,2282)  | overflowToLeft=false
Nye Lukemba  (3931,4893)  (3995,4958)  (3996,4890)  | overflowToLeft=false
SZ 24  (441,3324)  (376,3388)  (376,3323)  (505,3389)  (441,3259)  (506,3259)  (506,3324)  (374,3258)  (440,3453)  (375,3453)  (311,3388)  (311,3323)  (570,3389)  (570,3454)  (505,3454)  (310,3454)  (439,3194)  (504,3194)  (569,3194)  (571,3259)  (571,3324)  (309,3258)  (330,3193)  (634,3131)  (440,3518)  (375,3518)  (246,3389)  (246,3324)  (635,3389)  (635,3454)  (635,3519)  (570,3519)  (505,3519)  (310,3519)  (245,3485)  (395,3129)  (460,3129)  (525,3129)  (636,3196)  (636,3261)  (327,3128)  (590,3066)  (699,3126)  (440,3583)  (375,3583)  (700,3508)  (700,3573)  (635,3584)  (570,3584)  (505,3584)  (310,3584)  | overflowToLeft=false
SZ 23  (875,2639)  (810,2703)  (810,2638)  (939,2704)  (875,2574)  (940,2574)  (940,2639)  (808,2573)  (745,2762)  (745,2697)  (1004,2704)  (873,2509)  (938,2509)  (1003,2509)  (1005,2574)  (1005,2639)  (743,2508)  (808,2508)  (1068,2470)  (680,2762)  (680,2697)  (1069,2704)  (1070,2535)  (1070,2600)  (678,2492)  (654,2859)  (1133,2470)  (615,2794)  (1134,2665)  (1134,2730)  (1135,2535)  (1135,2600)  (654,2924)  (589,2924)  (589,2859)  (563,2629)  (654,2989)  (589,2989)  (524,2989)  (524,2924)  (465,2859)  (459,2994)  (459,2929)  (394,2994)  | overflowToLeft=false
SZ 22  (1933,1875)  (1868,1939)  (1868,1874)  (1997,1940)  (1933,1810)  (1998,1810)  (1998,1875)  (1866,1809)  (1932,2004)  (1867,2004)  (1803,1939)  (1803,1874)  (2029,2005)  (1802,2005)  (1931,1745)  (1996,1745)  (1801,1809)  (1801,1744)  (1866,1744)  (2061,1727)  (2126,1718)  (1964,2069)  (1899,2069)  (2029,2070)  (1834,2070)  (1931,1680)  (1996,1680)  (1800,1679)  (1865,1679)  (2148,2091)  (2213,2091)  | overflowToLeft=false
SZ 21  (1520,2045)  (1455,2109)  (1455,2044)  (1584,2110)  (1520,1980)  (1585,1980)  (1585,2045)  (1453,1979)  (1519,2174)  (1454,2174)  (1390,2109)  (1390,2044)  (1649,2110)  (1649,2175)  (1584,2175)  (1389,2175)  (1518,1915)  (1583,1915)  (1648,1915)  (1650,1980)  (1650,2045)  (1388,1979)  (1388,1914)  (1453,1914)  (1713,1852)  (1519,2239)  (1454,2239)  (1325,2110)  (1325,2045)  (1714,2110)  (1714,2240)  (1649,2240)  (1584,2240)  (1389,2240)  (1324,2240)  (1324,2175)  (1518,1850)  (1583,1850)  (1648,1850)  (1715,1917)  (1715,1982)  (1323,1980)  (1323,1915)  (1323,1850)  (1388,1849)  (1453,1849)  (1713,1787)  (1519,2304)  (1454,2304)  (1260,2110)  (1260,2045)  | overflowToLeft=false
SZ 28  (2522,2695)  (2457,2759)  (2457,2694)  (2584,2760)  (2522,2630)  (2649,2716)  (2392,2811)  (2392,2746)  (2463,2565)  (2528,2565)  (2714,2716)  (2327,2839)  (2327,2774)  (2779,2716)  (2844,2716)  (2944,2522)  (2944,2587)  | overflowToLeft=false
SZ 27  (2079,2851)  (2144,2822)  (2209,2822)  (1934,2869)  (1910,2934)  (1896,2804)  (1869,2869)  (1831,2804)  | overflowToLeft=false
SZ 26  (1472,3297)  (1407,3361)  (1407,3296)  (1536,3362)  (1472,3232)  (1537,3232)  (1537,3297)  (1405,3231)  (1471,3426)  (1406,3426)  (1342,3361)  (1342,3296)  (1601,3362)  (1601,3427)  (1536,3427)  (1341,3427)  (1470,3167)  (1535,3167)  (1600,3167)  (1602,3232)  (1602,3297)  (1340,3231)  (1340,3166)  (1405,3166)  (1665,3126)  (1471,3491)  (1406,3491)  (1277,3362)  (1277,3297)  (1341,3492)  (1276,3492)  (1276,3427)  (1667,3191)  (1275,3232)  (1275,3167)  (1410,3556)  (1345,3557)  (1280,3557)  (1739,3030)  (1739,2965)  (1804,3034)  | overflowToLeft=false
St. Petersburg  (4699,319)  (4634,383)  (4634,318)  (4763,384)  (4764,291)  (4746,222)  (4698,448)  (4633,448)  (4569,383)  (4569,318)  (4828,356)  (4828,421)  (4763,449)  (4568,449)  (4829,291)  (4504,384)  (4504,319)  (4503,456)  | overflowToLeft=false
SZ 25  (1474,2621)  (1409,2685)  (1409,2620)  (1538,2686)  (1474,2556)  (1539,2556)  (1539,2621)  (1407,2555)  (1473,2750)  (1408,2750)  (1344,2685)  (1344,2620)  (1603,2686)  (1603,2751)  (1538,2751)  (1343,2751)  (1472,2491)  (1537,2491)  (1602,2491)  (1604,2556)  (1604,2621)  (1342,2555)  (1342,2490)  (1407,2490)  (1667,2469)  (1279,2686)  (1279,2621)  (1668,2686)  (1668,2751)  (1278,2762)  (1669,2534)  (1669,2599)  (1277,2556)  (1277,2491)  (1739,2857)  | overflowToLeft=false
SZ 20  (916,2116)  (851,2180)  (851,2115)  (980,2181)  (916,2051)  (981,2051)  (981,2116)  (849,2050)  (915,2245)  (850,2245)  (786,2180)  (786,2115)  (1045,2181)  (1045,2246)  (980,2246)  (785,2246)  (914,1986)  (979,1986)  (1044,1986)  (1046,2051)  (1046,2116)  (784,2050)  (1109,1923)  (915,2310)  (850,2310)  (721,2181)  (721,2116)  (1110,2181)  (1110,2246)  (1110,2311)  (1045,2311)  (980,2311)  (785,2311)  (720,2311)  (720,2246)  (866,1921)  (931,1921)  (996,1921)  (1111,1988)  (1111,2053)  (719,2051)  (1061,1858)  (1126,1858)  (915,2375)  (850,2375)  (656,2181)  (656,2116)  (1175,2155)  (1175,2220)  (1175,2285)  (1175,2350)  | overflowToLeft=false
Tuscany  (3324,2133)  (3219,2076)  (3187,2158)  (3412,2235)  (3372,2179)  | overflowToLeft=false
Venice  (3269,1863)  (3204,1880)  (3258,1798)  (3323,1798)  | overflowToLeft=false
Astrakhan  (5949,1694)  (5884,1757)  (6013,1759)  (5927,1629)  (5992,1629)  (6014,1694)  (6057,1586)  (6011,1824)  | overflowToLeft=false
French Niger  (3645,4033)  (3580,4093)  (3580,4028)  (3645,3968)  (3710,3968)  (3710,4033)  (3515,4105)  (3515,4040)  (3515,3975)  (3775,3964)  (3775,4029)  (3803,4094)  | overflowToLeft=false
S. Africa  (3751,5693)  (3792,5758)  (3727,5762)  (3756,5628)  (3740,5881)  | overflowToLeft=false
London  (2325,1187)  (2260,1244)  (2337,1122)  (2390,1187)  (2390,1252)  (2325,1252)  (2402,1103)  (2195,1281)  (2077,1313)  | overflowToLeft=false
SZ 19  (277,2140)  (212,2204)  (212,2139)  (341,2205)  (277,2075)  (342,2075)  (342,2140)  (210,2074)  (276,2269)  (211,2269)  (147,2204)  (147,2139)  (406,2205)  (406,2270)  (341,2270)  (146,2270)  (275,2010)  (407,2015)  (407,2080)  (145,2074)  (145,2009)  (210,2009)  (276,2334)  (211,2334)  (82,2205)  (82,2140)  (471,2145)  (471,2210)  (471,2275)  (406,2335)  (341,2335)  (146,2335)  (81,2335)  (81,2270)  (275,1945)  (472,2015)  (472,2080)  (80,2075)  (80,2010)  (80,1945)  (145,1944)  (210,1944)  (476,2340)  (536,2145)  (536,2210)  (536,2275)  (22,1880)  (275,1880)  (537,2015)  (537,2080)  (87,1879)  (152,1879)  | overflowToLeft=false
SZ 18  (1674,1362)  (1609,1426)  (1609,1361)  (1738,1427)  (1674,1297)  (1739,1297)  (1739,1362)  (1607,1296)  (1673,1491)  (1608,1491)  (1544,1426)  (1544,1361)  (1803,1427)  (1803,1492)  (1738,1492)  (1744,1232)  (1804,1297)  (1804,1362)  (1562,1231)  (1627,1231)  (1809,1227)  (1673,1556)  (1608,1556)  (1479,1483)  (1479,1418)  (1479,1353)  (1868,1427)  (1868,1492)  (1868,1557)  (1803,1557)  (1738,1557)  (1869,1292)  (1869,1357)  (1562,1166)  (1874,1166)  (1414,1483)  (1414,1418)  (1414,1353)  (1934,1231)  (1934,1296)  (1349,1483)  (1349,1418)  (1349,1353)  (1999,1229)  (1284,1483)  (1284,1418)  (1284,1353)  | overflowToLeft=false
Be'er Sheva  (4916,3312)  | overflowToLeft=false
SZ 57  (3435,5959)  (3370,6023)  (3370,5958)  (3499,6024)  (3435,5894)  (3500,5894)  (3500,5959)  (3305,6058)  (3305,5993)  (3564,6024)  (3388,5829)  (3453,5829)  (3518,5829)  (3565,5894)  (3565,5959)  (3583,5811)  (3240,6058)  (3240,5993)  (3629,6024)  (3388,5764)  (3453,5764)  (3518,5764)  (3630,5959)  (3175,6058)  (3175,5993)  (3694,6024)  (3110,6058)  (3110,5993)  | overflowToLeft=false
SZ 56  (3315,5500)  (3250,5564)  (3250,5499)  (3379,5565)  (3315,5435)  (3380,5435)  (3380,5500)  (3248,5434)  (3185,5566)  (3185,5501)  (3444,5565)  (3444,5630)  (3313,5370)  (3378,5370)  (3445,5444)  (3197,5369)  (3120,5566)  (3120,5501)  (3509,5627)  (3509,5692)  (3444,5695)  | overflowToLeft=false
SZ 55  (3198,4993)  (3133,5057)  (3133,4992)  (3262,5058)  (3198,4928)  (3263,4928)  (3263,4993)  (3131,4927)  (3068,5116)  (3068,5051)  (3327,5058)  (3327,5123)  (3262,5123)  (3196,4863)  (3261,4863)  (3326,4863)  (3328,4928)  (3328,4993)  (3066,4986)  (3066,4921)  (3131,4862)  (3065,4856)  (3197,5181)  (3003,5116)  (3003,5051)  (3392,5058)  (3392,5123)  (3392,5188)  (3327,5188)  (3262,5188)  (3196,4798)  (3261,4798)  (3393,4905)  (3393,4970)  (3001,4986)  (3130,4797)  (3065,4791)  (3197,5246)  (2938,5116)  (2938,5051)  (3457,5109)  (3402,5253)  (3337,5253)  (3272,5253)  (2936,4986)  | overflowToLeft=false
SZ 54  (2650,5728)  (2585,5792)  (2585,5727)  (2714,5793)  (2650,5663)  (2715,5663)  (2715,5728)  (2583,5662)  (2649,5857)  (2584,5857)  (2520,5792)  (2520,5727)  (2779,5793)  (2779,5858)  (2714,5858)  (2519,5858)  (2648,5598)  (2713,5598)  (2778,5598)  (2780,5663)  (2780,5728)  (2518,5662)  (2518,5597)  (2583,5597)  (2843,5535)  (2649,5922)  (2584,5922)  (2824,5923)  (2759,5923)  (2519,5923)  (2648,5533)  (2713,5533)  (2778,5533)  (2470,5532)  (2535,5532)  (2889,5930)  (2908,5480)  (2908,5545)  (2694,5987)  (2629,5987)  (2824,5988)  (2759,5988)  (2564,5988)  (2499,5988)  (2600,5468)  (2470,5467)  (2535,5467)  (2916,5995)  (2954,5930)  (2973,5480)  (2973,5545)  | overflowToLeft=false
SZ 59  (4340,5535)  (4275,5599)  (4275,5534)  (4404,5600)  (4340,5470)  (4405,5470)  (4405,5535)  (4273,5469)  (4339,5664)  (4274,5664)  (4469,5658)  (4404,5665)  (4209,5665)  (4338,5405)  (4403,5405)  (4468,5405)  (4509,5723)  (4339,5729)  (4274,5729)  (4444,5730)  (4209,5730)  (4144,5730)  (4410,5340)  (4475,5340)  | overflowToLeft=false
SZ 58  (4228,5946)  (4163,6010)  (4163,5945)  (4292,6011)  (4228,5881)  (4293,5881)  (4293,5946)  (4161,5880)  (4098,6058)  (4098,5993)  (4357,6011)  (4226,5816)  (4291,5816)  (4356,5816)  (4358,5881)  (4358,5946)  (4096,5928)  (4096,5863)  (4161,5815)  (4421,5813)  (4033,6058)  (4033,5993)  (4422,6011)  (4423,5878)  (4423,5943)  (4031,5928)  (4486,5813)  (3968,6058)  (3968,5993)  (4487,6008)  (4488,5878)  (4488,5943)  (3966,5928)  (3903,6058)  (3903,5993)  (3838,6058)  (3838,5993)  | overflowToLeft=false
Madagascar  (4599,5404)  (4604,5469)  (4574,5339)  (4639,5339)  (4539,5486)  (4560,5551)  | overflowToLeft=false
SZ 53  (2629,5033)  (2564,5097)  (2564,5032)  (2693,5098)  (2629,4968)  (2694,4968)  (2694,5033)  (2562,4967)  (2628,5162)  (2563,5162)  (2499,5097)  (2499,5032)  (2758,5098)  (2498,5163)  (2759,4956)  (2759,5021)  (2497,4967)  (2497,4902)  (2633,5227)  (2568,5227)  (2823,5086)  (2503,5228)  (2824,4956)  (2824,5021)  (2470,4837)  (2633,5292)  (2568,5292)  (2503,5293)  (2470,4772)  | overflowToLeft=false
SZ 52  (3130,4604)  (3065,4668)  (3065,4592)  (3194,4669)  (3130,4539)  (3195,4593)  (3000,4592)  (3259,4658)  (2935,4592)  (3324,4608)  (2870,4592)  (2805,4592)  | overflowToLeft=false
SZ 51  (2547,4518)  (2482,4582)  (2482,4517)  (2611,4583)  (2547,4453)  (2612,4514)  (2480,4452)  (2501,4647)  (2676,4579)  (2470,4387)  (2470,4098)  (2470,4033)  | overflowToLeft=false
SZ 50  (4618,5063)  (4553,5127)  (4553,5062)  (4672,5128)  (4618,4998)  (4683,4998)  (4683,5063)  (4551,4997)  (4607,5192)  (4542,5192)  (4488,5127)  (4488,5062)  (4616,4933)  (4681,4933)  (4748,5062)  (4486,4997)  (4486,4932)  (4551,4932)  (4754,5127)  (4477,5203)  (4778,5192)  (4546,5257)  (4813,5062)  (4819,5127)  (4843,5192)  | overflowToLeft=false
Tallin  (4308,380)  (4372,445)  (4373,345)  (4249,288)  (4314,275)  | overflowToLeft=false
Sweden  (3448,467)  (3383,531)  (3383,466)  (3512,532)  (3448,402)  (3513,402)  (3513,467)  (3381,401)  (3447,596)  (3382,596)  (3318,504)  (3561,597)  (3446,337)  (3511,337)  (3576,337)  (3578,402)  (3578,467)  (3316,439)  (3316,374)  (3381,336)  (3289,309)  (3641,274)  (3496,661)  (3431,661)  (3446,272)  (3511,272)  (3576,272)  (3354,271)  (3276,244)  (3641,209)  (3706,209)  (3706,274)  (3422,726)  (3419,207)  (3484,207)  (3549,207)  (3341,206)  (3614,144)  (3679,144)  (3406,142)  (3471,142)  (3536,142)  (3329,141)  (3601,79)  (3394,77)  (3459,77)  (3524,77)  | overflowToLeft=false
Mesopotamia  (5925,2897)  (5860,2853)  (5989,2962)  (5924,2962)  (5925,2832)  (5990,2832)  (5990,2897)  (5818,2788)  (6054,2962)  (6054,3027)  (5989,3027)  (5883,2767)  (5948,2767)  (6055,2793)  (6055,2858)  (6058,3092)  (5993,3092)  (5724,2975)  (6058,3157)  | overflowToLeft=false
Poland  (4197,1149)  (4132,1197)  (4132,1132)  (4197,1084)  (4262,1084)  (4262,1149)  (4114,1067)  (4302,1255)  (4237,1276)  (4067,1231)  (4067,1166)  (4179,1019)  (4244,1019)  (4309,1019)  (4327,1084)  (4327,1149)  (4049,1101)  (4106,1305)  (4172,1315)  (4002,1168)  | overflowToLeft=false
SZ 46  (5656,4785)  (5591,4849)  (5591,4784)  (5720,4850)  (5656,4720)  (5721,4720)  (5721,4785)  (5589,4719)  (5786,4686)  (5851,4686)  (5916,4686)  (5981,4686)  (6046,4686)  | overflowToLeft=false
SZ 45  (5230,4671)  (5165,4735)  (5165,4670)  (5294,4736)  (5230,4606)  (5295,4608)  (5163,4605)  (5229,4800)  (5164,4800)  (5100,4698)  (5359,4673)  (5359,4738)  (5294,4801)  (5228,4541)  (5360,4608)  (5098,4633)  (5098,4568)  (5163,4540)  (5361,4803)  (5061,4503)  (5035,4698)  (5424,4673)  (5424,4738)  (5425,4608)  (5033,4633)  (5033,4568)  (5426,4803)  (4996,4503)  (4970,4698)  (4968,4633)  (4968,4568)  | overflowToLeft=false
SZ 44  (5803,4372)  (5738,4436)  (5738,4371)  (5867,4437)  (5803,4307)  (5868,4307)  (5868,4372)  (5736,4306)  (5802,4501)  (5737,4501)  (5673,4436)  (5673,4371)  (5932,4437)  (5932,4502)  (5867,4502)  (5672,4502)  (5801,4242)  (5866,4242)  (5933,4278)  (5933,4343)  (5671,4306)  (5671,4241)  (5736,4241)  (5802,4566)  (5737,4566)  (5997,4408)  (5997,4473)  (5997,4538)  (5932,4567)  (5867,4567)  (5672,4567)  (5801,4177)  (5606,4244)  (5606,4179)  (5671,4176)  (5736,4176)  (6033,4603)  (5607,4608)  (5546,4114)  (5611,4111)  (5676,4111)  (5741,4111)  | overflowToLeft=false
SZ 43  (5210,4211)  (5145,4275)  (5145,4210)  (5274,4276)  (5210,4146)  (5275,4146)  (5275,4211)  (5143,4145)  (5209,4340)  (5144,4340)  (5080,4275)  (5080,4210)  (5291,4341)  (5079,4341)  (5208,4081)  (5273,4081)  (5338,4081)  (5340,4146)  (5340,4211)  (5078,4145)  (5078,4080)  (5143,4080)  (5403,4043)  (5226,4405)  (5161,4405)  (5015,4276)  (5015,4211)  (5291,4406)  (5096,4406)  (5031,4406)  (5014,4341)  (5405,4108)  (5405,4173)  (5405,4238)  (5013,4146)  (4966,4432)  (4950,4276)  (4950,4211)  (4949,4367)  (5470,4061)  (5470,4126)  (5470,4191)  (4948,4146)  | overflowToLeft=false
SZ 49  (5034,5086)  (4969,5132)  (4969,5067)  (5099,5062)  (5099,5127)  (5116,4997)  (5116,4932)  | overflowToLeft=false
SZ 48  (5349,5026)  (5284,5090)  (5284,5025)  (5413,5091)  (5349,4961)  (5414,4961)  (5414,5026)  (5282,4960)  (5219,5132)  (5219,5067)  (5478,5091)  (5479,4930)  (5479,4995)  (5217,5002)  (5217,4937)  | overflowToLeft=false
SZ 47  (5657,5043)  (5592,5107)  (5592,5042)  (5721,5108)  (5657,4978)  (5722,4978)  (5722,5043)  (5590,4977)  (5786,5108)  (5851,5086)  (5916,5086)  (5981,5086)  (6046,5086)  | overflowToLeft=false
